--------- beginning of main
07-04 13:41:26.982 16534 16554 I Unity   : MemoryManager: Using 'Dynamic Heap' Allocator.
07-04 13:41:27.286 16534 16554 D Unity   : _sRGB_write_control GL_EXT_texture_norm16 GL_EXT_discard_framebuffer GL_OES_surfaceless_context GL_OVR_multiview GL_OVR_multiview2 GL_EXT_texture_sRGB_R8 GL_KHR_no_error GL_EXT_debug_marker GL_OES_EGL_image_external_essl3 GL_OVR_multiview_multisampled_render_to_texture GL_EXT_buffer_storage GL_EXT_external_buffer GL_EXT_blit_framebuffer_params GL_EXT_clip_cull_distance GL_EXT_protected_textures GL_EXT_shader_non_constant_global_initializers GL_QCOM_texture_foveated GL_QCOM_texture_foveated2 GL_QCOM_texture_foveated_subsampled_layout GL_QCOM_shader_framebuffer_fetch_noncoherent GL_QCOM_shader_framebuffer_fetch_rate GL_EXT_memory_object GL_EXT_memory_object_fd GL_EXT_EGL_image_array GL_NV_shader_noperspective_interpolation GL_KHR_robust_buffer_access_behavior GL_EXT_EGL_image_storage GL_EXT_blend_func_extended GL_EXT_clip_control GL_OES_texture_view GL_EXT_fragment_invocation_density GL_QCOM_motion_estimation GL_QCOM_validate_shader_binary GL_QCOM_YUV_texture_gather GL_QCOM_shading_rate GL_QCOM_frame_extrapola
07-04 13:41:27.286 16534 16554 D Unity   : tion GL_QCOM_texture_lod_bias GL_IMG_texture_filter_cubic GL_QCOM_render_shared_exponent GL_EXT_polygon_offset_clamp GL_EXT_texture_sRGB_RG8 GL_EXT_depth_clamp GL_EXT_fragment_shading_rate GL_EXT_fragment_shading_rate_primitive GL_EXT_fragment_shading_rate_attachment GL_EXT_shader_implicit_conversions GL_EXT_render_snorm GL_QCOM_render_sRGB_R8_RG8
07-04 13:41:27.477 16534 16554 I Unity   : XRGeneral Settings awakening...
07-04 13:41:27.477 16534 16554 I Unity   : UnityEngine.XR.Management.XRGeneralSettings:Awake()
07-04 13:41:27.477 16534 16554 I Unity   : 
07-04 13:41:27.808 16534 16554 W Unity   : [XR] Depth Submission is only supported on Vulkan with Multiview.
07-04 13:41:27.808 16534 16554 D Unity   : initOculus Java!
07-04 13:41:27.808 16534 16534 D Unity   : Oculus UI thread done.
07-04 13:41:27.929 16534 16595 W Unity   : [XR] Symmetric Projection is only supported on Quest 2 with Vulkan and Multiview.
07-04 13:41:32.475 16534 16554 I Unity   : Unity v2022.3.48f1, Oculus Utilities v1.103.0, OVRPlugin v1.103.0, SDK v1.1.40.
07-04 13:41:32.475 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.475 16534 16554 I Unity   : 
07-04 13:41:32.476 16534 16554 I Unity   : SystemHeadset Meta_Quest_3, API OpenXR
07-04 13:41:32.476 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.476 16534 16554 I Unity   : 
07-04 13:41:32.477 16534 16554 I Unity   : OpenXR instance 0x2 session 0x4D
07-04 13:41:32.477 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.477 16534 16554 I Unity   : 
07-04 13:41:32.480 16534 16554 I Unity   : OVRPlugin.Media not initialized
07-04 13:41:32.480 16534 16554 I Unity   : OVRManager:StaticInitializeMixedRealityCapture(OVRMixedRealityCaptureConfiguration)
07-04 13:41:32.480 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.480 16534 16554 I Unity   : 
07-04 13:41:32.484 16534 16554 I Unity   : Current display frequency 72, available frequencies [72, 80, 90, 120]
07-04 13:41:32.484 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.484 16534 16554 I Unity   : 
07-04 13:41:32.487 16534 16554 E Unity   : Failed to initialize Insight Passthrough. Passthrough will be unavailable. Error Failure_NotInitialized.
07-04 13:41:32.487 16534 16554 E Unity   : OVRManager:InitializeInsightPassthrough()
07-04 13:41:32.487 16534 16554 E Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.487 16534 16554 E Unity   : 
07-04 13:41:32.487 16534 16554 W Unity   : Local Dimming feature is not supported
07-04 13:41:32.487 16534 16554 W Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.487 16534 16554 W Unity   : 
07-04 13:41:32.489 16534 16554 I Unity   : [OVRManager] Current hand skeleton version is OpenXR
07-04 13:41:32.489 16534 16554 I Unity   : OVRManager:InitOVRManager()
07-04 13:41:32.489 16534 16554 I Unity   : 
07-04 13:41:32.494 16534 16554 I Unity   : Found IOVRSkeletonDataProvider reference in LeftOVRHand due to unassigned field.
07-04 13:41:32.494 16534 16554 I Unity   : OVRSkeleton:Awake()
07-04 13:41:32.494 16534 16554 I Unity   : 
07-04 13:41:32.495 16534 16554 I Unity   : Found IOVRSkeletonDataProvider reference in RightOVRHand due to unassigned field.
07-04 13:41:32.495 16534 16554 I Unity   : OVRSkeleton:Awake()
07-04 13:41:32.495 16534 16554 I Unity   : 
07-04 13:41:32.535 16534 16554 I Unity   : 🧠 HMD Height: 1,173 m
07-04 13:41:32.535 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.535 16534 16554 I Unity   : 
07-04 13:41:32.536 16534 16554 I Unity   : 🎭 Model Height: 1,629 m
07-04 13:41:32.536 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.536 16534 16554 I Unity   : 
07-04 13:41:32.536 16534 16554 I Unity   : 🎭 Model Eyes Height: 1,627 m
07-04 13:41:32.536 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.536 16534 16554 I Unity   : 
07-04 13:41:32.536 16534 16554 I Unity   : 📏 Eye Difference (Error): 0,454 m
07-04 13:41:32.536 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.536 16534 16554 I Unity   : 
07-04 13:41:32.537 16534 16554 I Unity   : 📏 Head Difference (Error): 0,454 m
07-04 13:41:32.537 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.537 16534 16554 I Unity   : 
07-04 13:41:32.537 16534 16554 I Unity   : 🧠 HMD Height: 1,173 m
07-04 13:41:32.537 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.537 16534 16554 I Unity   : 
07-04 13:41:32.537 16534 16554 I Unity   : 🎭 Model Height: 1,629 m
07-04 13:41:32.537 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.537 16534 16554 I Unity   : 
07-04 13:41:32.537 16534 16554 I Unity   : 🎭 Model Eyes Height: 1,627 m
07-04 13:41:32.537 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.537 16534 16554 I Unity   : 
07-04 13:41:32.538 16534 16554 I Unity   : 📏 Eye Difference (Error): 0,454 m
07-04 13:41:32.538 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.538 16534 16554 I Unity   : 
07-04 13:41:32.538 16534 16554 I Unity   : 📏 Head Difference (Error): 0,454 m
07-04 13:41:32.538 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.538 16534 16554 I Unity   : 
07-04 13:41:32.538 16534 16554 I Unity   : 🧠 HMD Height: 1,173 m
07-04 13:41:32.538 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.538 16534 16554 I Unity   : 
07-04 13:41:32.538 16534 16554 I Unity   : 🎭 Model Height: 1,629 m
07-04 13:41:32.538 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.538 16534 16554 I Unity   : 
07-04 13:41:32.539 16534 16554 I Unity   : 🎭 Model Eyes Height: 1,627 m
07-04 13:41:32.539 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.539 16534 16554 I Unity   : 
07-04 13:41:32.539 16534 16554 I Unity   : 📏 Eye Difference (Error): 0,454 m
07-04 13:41:32.539 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.539 16534 16554 I Unity   : 
07-04 13:41:32.539 16534 16554 I Unity   : 📏 Head Difference (Error): 0,454 m
07-04 13:41:32.539 16534 16554 I Unity   : VRHeadPrecisionChecker:LogHeight()
07-04 13:41:32.539 16534 16554 I Unity   : 
07-04 13:41:32.571 16534 16554 I Unity   : OVRControllerHelp: Active controller type: TouchPlus for product Meta Quest 3 (headset Meta_Quest_3, hand HandRight)
07-04 13:41:32.571 16534 16554 I Unity   : OVRControllerHelper:InitializeControllerModels()
07-04 13:41:32.571 16534 16554 I Unity   : 
07-04 13:41:32.571 16534 16554 I Unity   : OVRControllerHelp: Active controller type: TouchPlus for product Meta Quest 3 (headset Meta_Quest_3, hand HandLeft)
07-04 13:41:32.571 16534 16554 I Unity   : OVRControllerHelper:InitializeControllerModels()
07-04 13:41:32.571 16534 16554 I Unity   : 
07-04 13:41:32.582 16534 16554 I Unity   : The current MSAA level is 0, but the recommended MSAA level is 4. Switching to the recommended level.
07-04 13:41:32.582 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.582 16534 16554 I Unity   : 
07-04 13:41:32.582 16534 16554 I Unity   : [OVRManager] HMDAcquired event
07-04 13:41:32.582 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.582 16534 16554 I Unity   : 
07-04 13:41:32.583 16534 16554 I Unity   : [OVRManager] HMDMounted event
07-04 13:41:32.583 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.583 16534 16554 I Unity   : 
07-04 13:41:32.584 16534 16554 I Unity   : [OVRManager] VrFocusAcquired event
07-04 13:41:32.584 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.584 16534 16554 I Unity   : 
07-04 13:41:32.586 16534 16554 I Unity   : [OVRManager] TrackingAcquired event
07-04 13:41:32.586 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.586 16534 16554 I Unity   : 
07-04 13:41:32.587 16534 16554 I Unity   : Recenter event detected
07-04 13:41:32.587 16534 16554 I Unity   : OVRDisplay:Update()
07-04 13:41:32.587 16534 16554 I Unity   : OVRManager:Update()
07-04 13:41:32.587 16534 16554 I Unity   : 
07-04 13:41:32.659 16534 16554 I Unity   : HMD Y value: 1,169111
07-04 13:41:32.659 16534 16554 I Unity   : resize3DModel:AdjustModelScale(Vector3)
07-04 13:41:32.659 16534 16554 I Unity   : <InitializeScale>d__4:MoveNext()
07-04 13:41:32.659 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:32.659 16534 16554 I Unity   : 
07-04 13:41:33.439 16534 16554 I Unity   : Connected to signaling server
07-04 13:41:33.439 16534 16554 I Unity   : <ConnectToSignalingServer>d__9:MoveNext()
07-04 13:41:33.439 16534 16554 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
07-04 13:41:33.439 16534 16554 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
07-04 13:41:33.439 16534 16554 I Unity   : UnityEngine.WorkRequest:Invoke()
07-04 13:41:33.439 16534 16554 I Unity   : UnityEngine.UnitySynchronizationContext:Exec()
07-04 13:41:33.439 16534 16554 I Unity   : 
07-04 13:41:33.446 16534 16764 I Unity   : SENDER - Received message
07-04 13:41:33.446 16534 16764 I Unity   : <<ConnectToSignalingServer>b__9_0>d:MoveNext()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
07-04 13:41:33.446 16534 16764 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunOrScheduleAction(Action, Boolean, Task&)
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
07-04 13:41:33.446 16534 16764 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
07-04 13:41:33.446 16534 16764 I Unity   : System.Net.WebSockets.<ReceiveAsyncPrivate>d__61`2:MoveNext()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.ExecutionContext:RunInternal(ExecutionContext, ContextCallback, Object, Boolean)
07-04 13:41:33.446 16534 16764 I Unity   : System.Runtime.CompilerServices.MoveNextRunner:Run()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.AwaitTaskContinuation:RunOrScheduleAction(Action, Boolean, Task&)
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.Task:FinishContinuations()
07-04 13:41:33.446 16534 16764 I Unity   : System.Threading.Tasks.Task`1:TrySetResult(TResult)
07-04 13:41:33.446 16534 16764 I Unity   : System.Runtime.CompilerServices.AsyncTaskMethodBuilder`1:SetResult(TResult)
07-04 13:41:33.446 16534 16764 I Unity   : System.Net.WebSockets.<EnsureBufferContainsAsync>d__
07-04 13:41:34.060 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:34.060 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:34.060 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:34.060 16534 16554 I Unity   : 
07-04 13:41:34.895 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:34.895 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:34.895 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:34.895 16534 16554 I Unity   : 
07-04 13:41:34.942 16534 16554 I Unity   : Arms calibrated correctly
07-04 13:41:34.942 16534 16554 I Unity   : <WaitForTPose>d__14:MoveNext()
07-04 13:41:34.942 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:34.942 16534 16554 I Unity   : 
07-04 13:41:35.665 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:35.665 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:35.665 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:35.665 16534 16554 I Unity   : 
07-04 13:41:36.419 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:36.419 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:36.419 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:36.419 16534 16554 I Unity   : 
07-04 13:41:37.216 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:37.216 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:37.216 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:37.216 16534 16554 I Unity   : 
07-04 13:41:37.991 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:37.991 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:37.991 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:37.991 16534 16554 I Unity   : 
07-04 13:41:38.742 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:38.742 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:38.742 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:38.742 16534 16554 I Unity   : 
07-04 13:41:39.517 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:39.517 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:39.517 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:39.517 16534 16554 I Unity   : 
07-04 13:41:40.297 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:40.297 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:40.297 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:40.297 16534 16554 I Unity   : 
07-04 13:41:40.906 16534 16554 I Unity   : /storage/emulated/0/Android/data/com.RehabImmersive.HGTrainer/HandBall/1/config.json
07-04 13:41:40.906 16534 16554 I Unity   : MenuController:SaveConfiguration()
07-04 13:41:40.906 16534 16554 I Unity   : UnityEngine.Events.UnityEvent:Invoke()
07-04 13:41:40.906 16534 16554 I Unity   : UnityEngine.EventSystems.ExecuteEvents:Execute(GameObject, BaseEventData, EventFunction`1)
07-04 13:41:40.906 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:ProcessMousePress(MouseButtonEventData)
07-04 13:41:40.906 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:ProcessMouseEvent(MouseState)
07-04 13:41:40.906 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:Process()
07-04 13:41:40.906 16534 16554 I Unity   : 
07-04 13:41:41.065 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:41.065 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:41.065 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:41.065 16534 16554 I Unity   : 
07-04 13:41:41.836 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:41.836 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:41.836 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:41.836 16534 16554 I Unity   : 
07-04 13:41:42.570 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:42.570 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:42.570 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:42.570 16534 16554 I Unity   : 
07-04 13:41:43.313 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:43.313 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:43.313 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:43.313 16534 16554 I Unity   : 
07-04 13:41:44.074 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:44.074 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:44.074 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:44.074 16534 16554 I Unity   : 
07-04 13:41:44.834 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:44.834 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:44.834 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:44.834 16534 16554 I Unity   : 
07-04 13:41:45.589 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:45.589 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:45.589 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:45.589 16534 16554 I Unity   : 
07-04 13:41:46.337 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:46.337 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:46.337 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:46.337 16534 16554 I Unity   : 
07-04 13:41:47.084 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:47.084 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:47.084 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:47.084 16534 16554 I Unity   : 
07-04 13:41:47.100 16534 16554 I Unity   : /storage/emulated/0/Android/data/com.RehabImmersive.HGTrainer/HandBall/1/config.json
07-04 13:41:47.100 16534 16554 I Unity   : MenuController:SaveConfiguration()
07-04 13:41:47.100 16534 16554 I Unity   : UnityEngine.Events.UnityEvent:Invoke()
07-04 13:41:47.100 16534 16554 I Unity   : UnityEngine.EventSystems.ExecuteEvents:Execute(GameObject, BaseEventData, EventFunction`1)
07-04 13:41:47.100 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:ProcessMousePress(MouseButtonEventData)
07-04 13:41:47.100 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:ProcessMouseEvent(MouseState)
07-04 13:41:47.100 16534 16554 I Unity   : UnityEngine.EventSystems.OVRInputModule:Process()
07-04 13:41:47.100 16534 16554 I Unity   : 
07-04 13:41:47.784 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:47.784 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:47.784 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:47.784 16534 16554 I Unity   : 
07-04 13:41:48.489 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:48.489 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:48.489 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:48.489 16534 16554 I Unity   : 
07-04 13:41:49.214 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:49.214 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:49.214 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:49.214 16534 16554 I Unity   : 
07-04 13:41:49.918 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:49.918 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:49.918 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:49.918 16534 16554 I Unity   : 
07-04 13:41:50.606 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:50.606 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:50.606 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:50.606 16534 16554 I Unity   : 
07-04 13:41:51.323 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:51.323 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:51.323 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:51.323 16534 16554 I Unity   : 
07-04 13:41:52.033 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:52.033 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:52.033 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:52.033 16534 16554 I Unity   : 
07-04 13:41:52.762 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:52.762 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:52.762 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:52.762 16534 16554 I Unity   : 
07-04 13:41:53.504 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:53.504 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:53.504 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
07-04 13:41:53.504 16534 16554 I Unity   : 
07-04 13:41:54.267 16534 16554 I Unity   : SENDER - Capturing frame
07-04 13:41:54.267 16534 16554 I Unity   : <CaptureFrames>d__12:MoveNext()
07-04 13:41:54.267 16534 16554 I Unity   : UnityEngine.SetupCoroutine:InvokeMoveNext(IEnumerator, IntPtr)
